file_path,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,mfcc40,label
data/audio/Actor_01\03-01-02-02-02-01-01.wav,-735.9587,83.71625,8.72074,16.973064,1.3004173,16.308208,-2.9989035,8.180385,-9.681773,1.4794084,-8.105539,-3.214418,3.27963,0.31779972,2.8170178,-0.3487214,-2.982336,1.2632202,1.0595355,-2.9681041,-2.5794728,-1.8215866,-1.6087784,0.5621385,-4.6880345,-3.7237337,-0.39201406,0.101669595,-3.5758028,-2.9248936,0.5133108,-1.1766058,-3.2791839,0.8971122,-1.970183,-1.8539388,-0.55244935,-2.60944,-2.007781,-1.0270189,calm
data/audio/Actor_01\03-01-02-02-02-02-01.wav,-724.8058,83.05965,0.8636632,13.715781,5.3935223,15.34207,-3.8907714,6.682707,-9.109154,-2.3108945,-7.557554,-2.6653073,4.4087005,0.14785637,1.0969509,-0.1248729,-4.1364384,-0.09255693,1.5357997,-1.9606643,-3.120945,-1.0665367,-0.7461589,2.244482,-4.4618015,-2.869207,-2.0471349,0.80569756,-3.4585023,-1.2835168,0.7801639,-1.3988305,-2.0538995,0.47394857,-1.0737795,-0.77955693,-1.4536699,-2.325875,-2.7308967,-2.0387223,calm
data/audio/Actor_01\03-01-03-01-01-01-01.wav,-679.53876,78.69846,0.66773736,10.390019,5.20702,11.525229,-7.0435305,2.0349185,-6.769451,-3.4523165,-8.604058,-2.1430967,2.153603,-5.775893,-1.6065857,1.3426597,-3.685317,-2.2485826,2.962755,-2.2755644,-5.540474,-1.7210923,-1.0960617,-1.776108,-3.8315887,-2.84048,-0.4915698,-1.1081338,-4.480332,-1.8882798,-1.4461464,-2.3935592,-3.6692696,-0.4937051,-1.3198105,-3.2003286,-0.40073362,-2.3981786,-2.7368388,-1.246355,happy
data/audio/Actor_01\03-01-03-01-01-02-01.wav,-658.3063,78.063484,-0.78696334,10.139038,8.304726,12.286283,-4.8716974,0.52415836,-5.5969224,-3.2145643,-9.875024,-1.7062541,3.7575343,-5.973937,-0.33157274,2.978453,-3.0217645,-2.56812,3.6451254,-2.1180198,-5.375608,-2.0939782,1.6240494,-1.1843982,-3.4878762,-3.219388,-0.4266149,-1.2460378,-5.856864,-0.6302452,-0.46622047,-1.657794,-2.3192804,-1.458005,-1.3490729,-3.2940538,-0.007916176,-1.3784134,-3.117127,-0.79918444,happy
data/audio/Actor_01\03-01-03-01-02-01-01.wav,-693.60925,77.67328,2.3561034,12.037886,5.272909,9.537619,-5.2778487,3.814017,-8.2640085,-3.2064867,-11.793282,-2.4545708,4.334239,-4.883298,-2.1284637,2.0463533,-3.129044,-1.5454043,3.1501718,-3.032046,-4.2286024,-1.6262956,-0.13141288,-2.0115032,-4.5329547,-2.124431,-2.6634705,-0.58327806,-3.9130845,-2.240809,-0.5822532,-1.6909922,-3.7925253,0.030992048,-0.82077825,-2.3679042,-0.67349875,-2.0501904,-2.426102,-1.1997957,happy
data/audio/Actor_01\03-01-03-01-02-02-01.wav,-683.93146,74.13294,1.0578562,17.886679,6.339445,11.593822,-5.891603,6.8250275,-6.5876675,-1.8747079,-10.63755,-2.1259463,2.790956,-3.7434032,0.072477736,2.1894686,-2.9835167,-1.3212404,3.2872798,-3.3843741,-4.5398107,-1.5245887,-0.5493213,-1.0891924,-4.567564,-1.8470112,-2.226486,-0.41840056,-3.8095338,-2.6951325,0.022677498,-1.1722951,-4.3156266,-0.296298,-1.479871,-2.2765546,-0.5102119,-2.18103,-2.1710746,-1.2014514,happy
data/audio/Actor_01\03-01-03-02-01-01-01.wav,-627.4205,67.704384,-6.6694894,9.967615,-3.0760913,7.208737,-5.0634565,-2.9935553,-10.524828,-4.989577,-8.107446,-8.3624735,0.3314784,-4.2436495,-5.219749,0.2177856,-4.3218575,-4.6360445,-1.4735872,-3.0157268,-5.5171285,-2.4348655,-1.3653436,-4.1196713,-4.5120306,-3.3126726,-3.6878445,-2.3038878,-4.781651,-2.5594132,-1.9499012,-1.6940223,-1.2470002,0.85492855,0.93284255,0.45615348,-0.37700373,-1.5009383,-1.92588,-1.2331253,happy
data/audio/Actor_01\03-01-03-02-01-02-01.wav,-591.9702,72.971,-6.9058204,4.645147,0.41286418,8.77231,-4.154122,-3.5272965,-8.41551,-5.53817,-10.657866,-7.126158,4.071781,-3.4832249,-5.4047914,0.869336,-2.3556378,-4.450651,-0.5784073,-1.7785734,-6.545405,-4.6396875,-1.1440248,-3.5678375,-4.9191566,-4.1422744,-3.9449704,-1.9511943,-4.340653,-2.6003566,0.009812475,-0.9525535,-3.2019978,-0.67393124,0.5550261,-2.3130927,-2.0368211,-0.47399598,0.71392536,0.7556538,happy
data/audio/Actor_01\03-01-03-02-02-01-01.wav,-554.2307,70.283676,-10.080169,11.619575,-1.2718133,10.0290985,-6.932471,-0.298261,-9.178951,-6.3009877,-12.876888,-5.1817317,3.789686,-6.8733644,-3.9640012,1.6868478,-3.3288593,-5.559685,0.8023906,-1.9896815,-7.0700197,-2.7475646,-0.6733145,-3.8868592,-5.28272,-3.9329636,-2.8237193,-2.5137641,-5.8452625,-2.6460059,-3.2979717,-2.9057574,-4.4308567,-2.3118117,-2.7097282,-4.369153,-0.9014351,-0.36411542,-1.4369467,1.6491855,happy
data/audio/Actor_01\03-01-03-02-02-02-01.wav,-568.1388,70.80917,-8.760222,11.967098,-2.9723804,10.001248,-8.551405,0.027818175,-9.052507,-6.3288474,-12.138224,-7.093577,1.7016895,-5.7180758,-3.027519,1.1591641,-2.672118,-5.5882483,-1.0657128,-1.95952,-6.810384,-4.491152,-1.1121565,-2.570263,-5.15708,-4.7329016,-2.7157762,-2.1995075,-6.433728,-3.5491924,-2.5800996,-2.421778,-5.154196,-2.4990623,-2.6673243,-3.7230113,-2.9257803,-1.8580989,-2.6327937,-2.1749992,happy
data/audio/Actor_01\03-01-04-01-01-01-01.wav,-715.8727,74.985306,2.9195237,11.441712,6.960729,13.466071,-6.72605,4.7315598,-6.0603504,-5.0608444,-7.6180463,-3.5482144,-1.2796025,-3.5052686,1.5040185,-1.6673055,-4.6470814,-1.398722,0.42264083,-3.0675159,-3.5612204,-3.6089149,-2.3603625,0.18047142,-3.6961973,-3.8520033,-1.9938283,-0.618229,-4.460588,-2.0738494,-0.55384505,-2.504821,-2.6100934,-1.668118,-0.905493,-1.8386656,-1.7473068,-1.3653858,-1.9686564,-1.5951756,sad
data/audio/Actor_01\03-01-04-01-01-02-01.wav,-732.4855,80.96551,3.486698,13.031231,8.979398,14.10794,-4.78729,6.040529,-4.208775,-5.16262,-7.1502514,-4.6642747,-0.31327254,-2.176818,-0.45821697,-1.0323428,-2.9702644,-0.028320668,0.24600038,-1.661396,-2.221555,-1.8605199,-1.1843708,1.2160261,-3.4273984,-3.7494133,-0.9461189,0.095698036,-3.8884897,-1.7439624,0.07629955,-2.0458455,-1.9808115,-1.1088156,-1.72343,-1.6846809,-0.90431046,-0.77341145,-1.7357408,-1.7303202,sad
data/audio/Actor_01\03-01-04-01-02-01-01.wav,-766.6507,73.99263,2.4763818,10.077652,7.928804,11.792142,-5.2503986,4.0385647,-4.807725,-4.9669833,-7.7130547,-2.5745971,0.20226571,-1.4582433,-0.09136569,-0.90529317,-2.4779255,-1.9300303,0.1750884,-1.383714,-3.8350556,-4.409331,-0.49962652,1.0700343,-3.8963585,-3.0342019,-2.3421688,-1.0309314,-3.9242475,-1.9133875,0.16074596,-1.4910147,-1.4070646,-0.050361633,-1.7097125,-0.8784842,-0.2351135,-1.3237718,-3.3786516,-1.0370682,sad
data/audio/Actor_01\03-01-04-01-02-02-01.wav,-736.81494,70.96664,4.8449187,13.2525215,7.9328127,11.802075,-4.9299827,6.692443,-3.7731938,-5.046368,-8.592158,-2.9672074,-0.14794528,-3.3797426,0.62999284,-0.12634204,-2.513224,-1.9836738,1.3922098,0.13401201,-2.8598235,-2.5119686,-1.2122017,1.3082082,-3.662291,-3.655927,-1.4567018,-0.7138876,-3.2499435,-1.7579454,-0.41917318,-1.1189159,-2.8217335,-1.6057992,-1.7481611,-0.4092639,-0.37306386,-0.83902496,-1.4029135,-1.067403,sad
data/audio/Actor_01\03-01-04-02-01-01-01.wav,-704.1285,77.837975,5.0968413,14.805322,8.49169,14.999448,-6.490629,5.851003,-5.3327923,-4.5298414,-6.2781534,-1.5529009,0.5103896,-4.0415516,0.8115392,-0.82738215,-3.6847048,-1.7788118,1.9421068,-2.2469885,-3.2226808,-2.7722187,-1.696434,0.19081745,-2.7372363,-2.7511287,-1.7722872,-0.36888242,-4.946861,-1.9291248,-0.75270057,-1.7337325,-2.17066,-0.4160233,-0.13685279,-1.0945628,-0.43080327,-1.9481626,-0.89358777,-1.6140404,sad
data/audio/Actor_01\03-01-04-02-01-02-01.wav,-652.24115,69.28093,-3.692371,11.728851,3.0127633,11.101811,-6.1069927,-1.5688689,-6.384501,-5.752694,-10.740143,-4.3840003,1.180043,-6.008564,-2.2729588,0.7032992,-3.6963775,-4.539521,1.7904214,-3.0540357,-6.212289,-2.3027375,0.5456126,-1.1767192,-4.405317,-2.8589845,-2.4877412,-4.152132,-4.5278826,-1.9703504,-2.4615774,-1.4147755,-3.1768486,-2.5488355,-0.9925919,-2.0884805,-0.84824127,-2.4045782,-2.594049,-2.3785262,sad
data/audio/Actor_01\03-01-04-02-02-01-01.wav,-650.43463,71.00575,-1.6740124,11.137108,6.426337,11.243235,-6.4243813,1.043488,-7.5295334,-6.578289,-13.766916,-3.7808657,1.1671071,-6.466519,-1.8466762,0.44993588,-4.2047253,-3.6649117,1.6820558,-1.8880976,-4.9935975,-3.5044808,-1.2243038,-1.6040493,-3.9356692,-4.6879363,-3.0842369,-0.7735613,-5.076793,-3.8286035,-1.9610488,-1.5175937,-5.2060003,-2.0292227,-1.5557458,-3.1739337,-1.2354316,-3.2201936,-2.3302746,-2.194348,sad
data/audio/Actor_01\03-01-04-02-02-02-01.wav,-636.48676,70.95319,-4.674072,14.9717245,3.303352,11.239858,-7.639233,1.0996047,-7.387783,-5.972332,-11.932848,-3.008971,1.6879241,-5.366695,-1.5202535,0.6162873,-5.0215516,-4.0088162,2.2532144,-3.006332,-5.5013757,-3.3779,-1.5058589,-1.4256326,-4.7549334,-3.3861935,-2.7200418,-0.6074737,-5.5687532,-3.0666003,-1.2760773,-2.189247,-4.2404227,-0.8260473,-2.1374044,-3.2780337,-0.46189624,-2.9092548,-2.4886181,-2.4560218,sad
data/audio/Actor_01\03-01-05-01-01-01-01.wav,-578.98865,62.405315,-8.723745,13.807444,1.7894553,6.853797,-6.779374,1.681231,-3.129483,-0.8724654,-9.711343,-3.9222543,1.1898443,-3.7243233,-1.9656613,0.19435607,-4.4151874,-2.1147542,-0.7156224,-3.3726473,-3.651947,-1.7032433,-2.40775,-2.8732224,-3.9118767,-2.848507,-2.7752295,-2.2486777,-4.210746,-2.3585813,-1.4836942,-1.6866091,-3.3582733,0.3106429,-0.5796406,-2.3427474,-0.465253,0.010034125,-1.2519864,-1.4526057,angry
data/audio/Actor_01\03-01-05-01-01-02-01.wav,-558.0903,60.273037,-9.1174965,13.649888,-2.4852571,6.0296597,-7.8237543,0.5218871,-7.946145,-5.875875,-9.344623,-5.446145,-1.7070966,-5.1905107,-4.1864047,-1.3533068,-4.805077,-2.6292021,-1.974268,-4.780808,-4.9725795,-1.2799162,-3.4028103,-3.9719522,-3.3627903,-2.5095766,-3.1481736,-0.53348434,-2.3583157,-0.6066125,-1.4692943,-0.76399744,-2.6217523,-0.96818715,-1.6112051,-2.7582588,-1.6067156,-0.9922833,-2.5597982,-1.6857024,angry
data/audio/Actor_01\03-01-05-01-02-01-01.wav,-595.0243,58.63152,-2.327618,13.655265,2.5868275,7.25531,-6.0467424,2.112173,-5.78033,-4.3421254,-9.432346,-3.437716,-0.0951872,-5.3476505,-0.6031703,-0.71747947,-4.557242,-1.592443,0.046154823,-2.8753767,-5.7461805,-1.4012327,-1.0356464,-2.9443898,-4.650382,-3.4400973,-1.8095429,-2.1046824,-4.2913733,-2.7670534,-1.8389455,-2.3171694,-3.6732945,-1.4841696,-1.4856931,-2.1283062,-1.4127327,-0.53624815,-1.6430424,-0.5906823,angry
data/audio/Actor_01\03-01-05-01-02-02-01.wav,-557.4183,59.952057,-3.6888146,12.916796,-0.013789424,8.49737,-7.3896728,1.7407537,-4.216524,-5.3085866,-10.202172,-4.530848,0.68083215,-4.9079523,-2.2346213,1.4346282,-5.0419836,-3.2938824,0.45916694,-3.1179283,-6.183762,-0.58499974,-0.11220479,-3.3723614,-5.1783013,-2.5422726,-1.5588963,-2.3708603,-4.3364015,-1.4830896,-2.547075,-2.7667747,-4.0104623,-2.1709714,-1.7560531,-2.707897,-1.2079598,-0.74921,-2.1718042,0.17065823,angry
data/audio/Actor_01\03-01-05-02-01-01-01.wav,-382.96606,53.877857,-23.295197,4.5904512,-9.281444,-0.87772405,-10.370431,-2.3168542,-15.354205,-8.7570095,-11.345288,-7.9053793,-5.038463,-4.7146053,-5.813763,-4.9152923,-6.5324554,-2.7156062,-1.5495615,-2.796807,-5.142219,2.3982217,1.8161962,2.108455,2.228265,3.1580687,2.104255,5.0286856,-0.7423213,1.2308384,-0.45290306,0.08899821,-1.5881519,1.2201177,2.4586213,0.20084031,-1.4566567,0.64360946,-1.3688105,1.4259815,angry
data/audio/Actor_01\03-01-05-02-01-02-01.wav,-398.33093,52.28169,-28.397718,12.267397,-10.859696,3.720289,-12.748708,-1.972765,-11.157867,-6.1966987,-13.095329,-9.452902,-1.8068535,-7.410354,-6.0526714,-2.0691094,-4.8386726,-3.399389,-3.470645,-5.3630595,-9.279022,-4.752757,-3.8221323,-6.764242,-6.641278,-2.9140208,-2.3501709,0.41428596,-0.6733763,3.975409,3.722073,1.8582014,0.7940176,1.6372222,-0.86114913,-2.0218961,0.65530175,3.1634188,0.65086627,0.3553239,angry
data/audio/Actor_01\03-01-05-02-02-01-01.wav,-433.96576,53.986023,-22.437214,10.337305,-7.0144825,4.4466424,-9.936926,-1.8927367,-10.486032,-7.3606787,-12.758347,-6.5644193,-1.5250014,-6.7763195,-6.6401267,-0.2796721,-6.806804,-2.4216256,-1.3657223,-2.9342387,-8.120315,-1.1421194,-2.1080096,-4.542736,-3.9271774,-0.7458904,-2.339894,-0.27675268,-2.4281511,1.9665965,-0.8740689,1.5456337,-0.44693366,0.29475555,-1.127259,-0.2313192,-0.3571451,1.4205973,-0.61147577,0.0576157,angry
data/audio/Actor_01\03-01-05-02-02-02-01.wav,-338.97913,44.90493,-24.296865,3.9212265,-13.2807255,1.456002,-13.051088,-4.972659,-16.886797,-7.3687496,-14.381403,-8.851163,-2.0966728,-5.753722,-8.464537,-3.0317614,-6.528353,-1.3251548,-2.6880116,-1.4880204,-4.397647,2.116338,3.926384,2.3826792,-0.7801943,2.5674608,-0.33689693,3.5442564,-0.47791293,2.5433602,-0.7749379,-1.4670062,-3.1399102,-0.7236707,-1.0924181,-0.18139622,-1.6657665,-0.44449976,-2.866829,0.044492118,angry
data/audio/Actor_01\03-01-06-01-01-01-01.wav,-620.86926,72.92555,3.069638,15.845616,5.0054407,15.862975,-6.974336,2.558235,-6.399506,-6.247275,-8.1957035,-2.013455,0.49049407,-3.3970265,3.788899,1.4706992,-3.016171,0.39531064,5.018989,0.32392126,-2.9652002,-1.3875879,-0.32367265,-0.65241086,-4.036907,-2.1895971,-1.3085164,-1.0928923,-4.2408395,-2.1090763,-0.5209192,-1.2811072,-2.135622,0.15258041,-1.7687125,-2.7610383,-1.0381207,-1.5229264,-2.2065666,-1.8548942,fearful
data/audio/Actor_01\03-01-06-01-01-02-01.wav,-635.4471,72.67471,-2.9517865,10.282644,2.131883,12.7642765,-7.8575144,0.48864105,-9.560815,-9.200944,-11.435256,-3.857509,0.25524312,-6.7513337,-1.3516307,-0.6015887,-5.1504917,-1.9447657,3.1450768,-1.7508795,-5.561813,-3.0391297,-1.3706183,-1.9431256,-4.608194,-2.9367192,-2.1323483,-2.656546,-4.664027,-3.001636,-1.7838424,-2.8599727,-4.2806277,-1.4847786,-1.8966845,-3.0599303,-3.1001484,-2.7270381,-2.3021538,-1.9279181,fearful
data/audio/Actor_01\03-01-06-01-02-01-01.wav,-646.4345,74.19784,4.9696417,20.310244,7.6789846,16.816557,-2.4131546,6.3674293,-4.006638,-2.782018,-5.332043,0.04226604,2.033845,-1.7324251,2.2289164,1.9312273,-1.9456042,0.5252427,3.9149904,0.6658206,-0.97433484,-1.463912,1.3930212,2.3822556,-2.2039444,-2.7682228,-0.8335558,0.47433385,-3.6016886,-1.8772749,-1.4490094,-0.6990938,-2.591629,-0.49418905,-0.58969474,-2.2659028,-0.7147047,-1.3590323,-1.1809658,-1.4167787,fearful
data/audio/Actor_01\03-01-06-01-02-02-01.wav,-648.97406,78.302345,-1.7424384,14.431586,6.2418766,14.4565525,-5.611793,4.6549683,-8.24646,-6.148351,-7.476689,-0.2118333,0.59373426,-1.9911116,0.9711016,0.013414646,-2.9713142,0.89712805,1.8041456,-1.2302073,-1.6208377,-2.9808757,-0.36076662,2.5097406,-3.8747127,-3.5998275,-0.17097662,-1.5207523,-3.6436508,-1.8017433,-1.1077999,-1.9557544,-3.6016264,0.26306927,-2.0154486,-2.0125258,-1.3400179,-1.6878455,-0.87082076,-2.5261834,fearful
data/audio/Actor_01\03-01-06-02-01-01-01.wav,-474.58643,74.83671,-14.510592,9.217771,-4.863628,11.183942,-1.2733642,3.74777,-9.133905,-9.742279,-9.53531,-3.4553623,3.30271,-2.2480285,-3.310649,1.1273918,-3.9692988,0.2613889,4.36628,3.6420317,-3.3935666,-3.8168306,-0.98161566,-1.5469207,-4.773205,-0.8499901,-1.340397,0.51844627,-1.2662382,1.351644,1.3324484,2.4823716,0.4974517,1.8495871,3.0887074,0.23515658,0.5432257,4.392914,2.0579855,1.8122873,fearful
data/audio/Actor_01\03-01-06-02-01-02-01.wav,-433.3269,61.518326,-13.174423,0.06451048,-7.5669017,10.038398,-4.9071875,-2.5612373,-12.315669,-12.537487,-11.446819,-8.186241,-1.3809906,-7.9379115,-7.4867306,-3.9536462,-6.169226,-2.4556212,0.49967772,-1.8327332,-8.278387,-6.076615,-0.83220124,-3.3332453,-4.864748,-4.014605,-2.3342047,2.1004632,1.0860031,3.954269,4.4262853,4.6572146,2.1919816,1.5543208,3.0144029,1.2065573,3.4741068,5.101146,2.4098866,1.6561222,fearful
data/audio/Actor_01\03-01-06-02-02-01-01.wav,-400.78815,62.260452,-16.549139,5.9092517,-9.460678,5.0568066,-7.2992005,0.83104813,-14.260063,-13.714011,-12.31969,-9.456751,-2.0069785,-5.839815,-8.224827,-4.6329947,-8.457231,-5.388063,0.2127688,-0.30388102,-9.1781645,-5.0295935,-1.8466156,-3.6866786,-4.910039,-2.509276,-2.449053,0.7455416,-0.52975,4.146002,5.754797,7.3733845,4.208984,4.670769,2.6336148,-0.39634603,0.65049493,2.0769145,1.6700146,2.7474709,fearful
data/audio/Actor_01\03-01-06-02-02-02-01.wav,-452.25665,64.263695,-13.6770115,5.033825,-7.8362937,9.111504,-4.4770546,-1.2374463,-15.050166,-9.26992,-12.923943,-9.0727215,2.0990417,-3.0518131,-7.781034,-4.406827,-6.310906,-3.8765929,1.2787124,-1.2570753,-8.41102,-5.223654,-1.2324082,-2.941485,-6.339104,-3.071443,-3.2436197,0.4975641,-0.89367235,1.3057172,2.97019,3.969852,3.0248644,3.792525,4.5807366,2.9709115,2.3511393,3.790526,1.4083433,1.2200096,fearful
data/audio/Actor_01\03-01-07-01-01-01-01.wav,-681.2215,78.88362,0.12867455,11.79581,0.9876597,13.565272,-6.526605,3.7329943,-9.42451,-3.3148096,-10.4992075,-4.4647684,2.716594,-5.9511933,-2.682945,-0.84177727,-6.400971,0.051955715,-0.35102656,-4.6401844,-2.626368,-3.434622,-1.7358792,-1.9383061,-3.4615872,-2.3780181,-0.1081065,-3.1465926,-4.10348,-0.21748558,-1.7136936,-1.0425456,-2.3296962,-0.37061232,-1.5844688,-0.65834117,-0.25329003,-0.84603786,-0.3729041,-0.41762105,disgust
data/audio/Actor_01\03-01-07-01-01-02-01.wav,-653.0073,65.54431,1.4677501,11.092944,-4.316812,13.434915,-7.126188,1.5093212,-10.470179,-2.389424,-11.8359375,-3.84144,0.7690639,-4.313313,-4.427698,-1.6403445,-4.27554,-0.85027045,-0.9075604,-3.9347477,-2.9086878,-2.6862524,-1.1199796,0.5212971,-3.4299083,-0.9761187,-0.9173056,-3.1429162,-3.3064666,-0.632311,-1.5831844,-1.8664144,-2.9366035,-0.32431778,-0.7742034,-0.49521106,-0.18353146,-1.4065915,-0.82425654,-0.7206381,disgust
